Model ID,Hydraulic Conductivity,Surface Slope (S),Barrier Depth,D*,Barrier Location,L*,R_intrusionUZF,R_intrusionCHD,R_flowUZF,R_flowCHD,R_emergence
389,10,0.007,14,0.7,100,0.1,0.149700599,0,1,0.65862167,0
390,10,0.007,12,0.6,100,0.1,0.22754491,0,1,0.72488415,0.006134969
391,10,0.007,10,0.5,100,0.1,0.299401198,0,1,0.7938121,0.018404908
392,10,0.007,8,0.4,100,0.1,0.329341317,0.022222222,1,0.8656348,0.024539877
393,10,0.007,6,0.3,100,0.1,0.335329341,0.022222222,1,0.93912715,0.024539877
394,10,0.007,4,0.2,100,0.1,0.299401198,0,1,0.9999534,0.024539877
395,10,0.007,2,0.1,100,0.1,0.311377246,-0.022222222,1,1.0129334,0.024539877
396,0.01,0.007,18,0.9,150,0.15,0,0,0.18372876,0.16096033,0
397,0.01,0.007,16,0.8,150,0.15,0,0,0.246527535,0.2268456,0
398,0.01,0.007,14,0.7,150,0.15,0,0,0.307957878,0.29056728,0
399,0.01,0.007,12,0.6,150,0.15,0,0,0.369627663,0.354295,0
400,0.01,0.007,10,0.5,150,0.15,0,0,0.432509967,0.41914958,0
401,0.01,0.007,8,0.4,150,0.15,0,0,0.497778624,0.48635384,0
402,0.01,0.007,6,0.3,150,0.15,0,0,0.567390612,0.55789346,0
403,0.01,0.007,4,0.2,150,0.15,0,0,0.64562254,0.63807756,0
404,0.01,0.007,2,0.1,150,0.15,0,0,0.746367348,0.74086094,0
405,0.1,0.007,18,0.9,150,0.15,0,0,0.19878486,0.18957132,0
406,0.1,0.007,16,0.8,150,0.15,0,0,0.259676135,0.25484598,0
407,0.1,0.007,14,0.7,150,0.15,0,0,0.319841133,0.31756303,0
408,0.1,0.007,12,0.6,150,0.15,0,0,0.379552515,0.37990537,0
409,0.1,0.007,10,0.5,150,0.15,0,0,0.44038693,0.44299477,0
410,0.1,0.007,8,0.4,150,0.15,0,0,0.503765129,0.50803894,0
411,0.1,0.007,6,0.3,150,0.15,0,0,0.571070173,0.5769733,0
412,0.1,0.007,4,0.2,150,0.15,0,0,0.64687382,0.6539554,0
413,0.1,0.007,2,0.1,150,0.15,0,0,0.745195185,0.7523632,0
414,1,0.007,18,0.9,150,0.15,0,0,0.257928331,0.27995586,0.006535948
415,1,0.007,16,0.8,150,0.15,0,0,0.319166538,0.34441987,0.006535948
416,1,0.007,14,0.7,150,0.15,0,0,0.380299283,0.40594277,0.006535948
417,1,0.007,12,0.6,150,0.15,0,0,0.443721983,0.46674785,0.006535948
418,1,0.007,10,0.5,150,0.15,0,0,0.510516031,0.5279562,0.013071895
419,1,0.007,8,0.4,150,0.15,0.021276596,0,0.547328531,0.59078383,0.013071895
420,1,0.007,6,0.3,150,0.15,0.021276596,0,0.621405725,0.6571797,0.013071895
421,1,0.007,4,0.2,150,0.15,0.021276596,0,0.706569649,0.73049957,0.013071895
422,1,0.007,2,0.1,150,0.15,0.021276596,-0.022222222,0.817616194,0.822236,0.019607843
423,10,0.007,18,0.9,150,0.15,0.011976048,0,0.633881609,0.27045256,0
424,10,0.007,16,0.8,150,0.15,0.065868263,0,0.737394413,0.3349727,0
425,10,0.007,14,0.7,150,0.15,0.107784431,0,0.674299456,0.39656365,0
426,10,0.007,12,0.6,150,0.15,0.185628743,0,1,0.4574297,0
427,10,0.007,10,0.5,150,0.15,0.293413174,0,1,0.51868933,0
428,10,0.007,8,0.4,150,0.15,0.443113772,0,1,0.58158445,0
429,10,0.007,6,0.3,150,0.15,0.574850299,0,1,0.6482851,0
430,10,0.007,4,0.2,150,0.15,0.646706587,0,1,0.7215289,0.013071895
431,10,0.007,2,0.1,150,0.15,0.640718563,-0.022222222,1,0.81408405,0.026143791
432,0.01,0.007,18,0.9,200,0.2,0,0,0.172173405,0.1482885,0
433,0.01,0.007,16,0.8,200,0.2,0,0,0.23507396,0.21473135,0
434,0.01,0.007,14,0.7,200,0.2,0,0,0.296877618,0.2791105,0
435,0.01,0.007,12,0.6,200,0.2,0,0,0.359110697,0.34359542,0
436,0.01,0.007,10,0.5,200,0.2,0,0,0.422721442,0.4093093,0
437,0.01,0.007,8,0.4,200,0.2,0,0,0.488878357,0.4774825,0
438,0.01,0.007,6,0.3,200,0.2,0,0,0.559544309,0.55012095,0
439,0.01,0.007,4,0.2,200,0.2,0,0,0.63908013,0.6315889,0
440,0.01,0.007,2,0.1,200,0.2,0,0,0.741600167,0.7360446,0
441,0.1,0.007,18,0.9,200,0.2,0,0,0.158750937,0.1543359,0
442,0.1,0.007,16,0.8,200,0.2,0,0,0.220596438,0.2206477,0
443,0.1,0.007,14,0.7,200,0.2,0,0,0.281557445,0.28481096,0
444,0.1,0.007,12,0.6,200,0.2,0,0,0.342600902,0.34899816,0
445,0.1,0.007,10,0.5,200,0.2,0,0,0.405883931,0.41433328,0
446,0.1,0.007,8,0.4,200,0.2,0,0,0.471302104,0.48204413,0
447,0.1,0.007,6,0.3,200,0.2,0,0,0.541928879,0.554127,0
448,0.1,0.007,4,0.2,200,0.2,0,0,0.621639858,0.6349151,0
449,0.1,0.007,2,0.1,200,0.2,0,0,0.725739759,0.73844784,0
450,1,0.007,18,0.9,200,0.2,0,0,0.092467476,0.17522393,0
451,1,0.007,16,0.8,200,0.2,0,0,0.146023499,0.2411192,0.006993007
452,1,0.007,14,0.7,200,0.2,0,0,0.199792668,0.30460456,0.006993007
453,1,0.007,12,0.6,200,0.2,0,0,0.254228755,0.36786187,0.006993007
454,1,0.007,10,0.5,200,0.2,0,0,0.311141052,0.4320108,0.006993007
455,1,0.007,8,0.4,200,0.2,0,0,0.371887867,0.49825913,0.006993007
456,1,0.007,6,0.3,200,0.2,0,-0.022222222,0.440510527,0.56855685,0.013986014
457,1,0.007,4,0.2,200,0.2,0,-0.022222222,0.521996266,0.6471118,0.013986014
458,1,0.007,2,0.1,200,0.2,0,-0.022222222,0.637349197,0.74750894,0.013986014
459,10,0.007,18,0.9,200,0.2,0.011976048,0,0.437716885,0.17294107,0
460,10,0.007,16,0.8,200,0.2,0.023952096,0,0.601107482,0.23888478,0
461,10,0.007,14,0.7,200,0.2,0.089820359,0,0.725820622,0.30244565,0
462,10,0.007,12,0.6,200,0.2,0.143712575,0,0.667001707,0.36580616,0
463,10,0.007,10,0.5,200,0.2,0.233532934,0,1,0.43008435,0
464,10,0.007,8,0.4,200,0.2,0.377245509,0,1,0.49649462,0
465,10,0.007,6,0.3,200,0.2,0.508982036,0,1,0.56699413,0
466,10,0.007,4,0.2,200,0.2,0.610778443,-0.022222222,1,0.64581454,0
467,10,0.007,2,0.1,200,0.2,0.658682635,-0.022222222,1,0.7465727,0
468,0.01,0.007,18,0.9,300,0.3,0,0,0.168100757,0.13498557,0
469,0.01,0.007,16,0.8,300,0.3,0,0,0.230599334,0.2022769,0
470,0.01,0.007,14,0.7,300,0.3,0,0,0.292404569,0.26753375,0
471,0.01,0.007,12,0.6,300,0.3,0,0,0.354774553,0.33293223,0
472,0.01,0.007,10,0.5,300,0.3,0,0,0.41861262,0.39960185,0
473,0.01,0.007,8,0.4,300,0.3,0,0,0.485062884,0.4687842,0
474,0.01,0.007,6,0.3,300,0.3,0,0,0.556103302,0.54250693,0
475,0.01,0.007,4,0.2,300,0.3,0,0,0.636114963,0.6251842,0
476,0.01,0.007,2,0.1,300,0.3,0,0,0.739332012,0.73114604,0
477,0.1,0.007,18,0.9,300,0.3,0,0,0.144470371,0.13526353,0
478,0.1,0.007,16,0.8,300,0.3,0,0,0.206662098,0.2025488,0
479,0.1,0.007,14,0.7,300,0.3,0,0,0.267419127,0.26779577,0
480,0.1,0.007,12,0.6,300,0.3,0,0,0.329401717,0.33318058,0
481,0.1,0.007,10,0.5,300,0.3,0,0,0.393122414,0.39983273,0
482,0.1,0.007,8,0.4,300,0.3,0,0,0.45956967,0.46899384,0
483,0.1,0.007,6,0.3,300,0.3,0,0,0.531188223,0.54269093,0
484,0.1,0.007,4,0.2,300,0.3,0,0,0.612368369,0.625337,0
485,0.1,0.007,2,0.1,300,0.3,0,0,0.718358912,0.7312564,0
486,1,0.007,18,0.9,300,0.3,0,0,0.015714409,0.1362332,0
487,1,0.007,16,0.8,300,0.3,0,0,0.051949612,0.20349768,0
488,1,0.007,14,0.7,300,0.3,0,0,0.090776989,0.26871014,0
489,1,0.007,12,0.6,300,0.3,0,0,0.131959891,0.33404735,0.008130081
490,1,0.007,10,0.5,300,0.3,0,0,0.176388948,0.40063894,0.008130081
491,1,0.007,8,0.4,300,0.3,0,0,0.22565126,0.46972615,0.008130081
492,1,0.007,6,0.3,300,0.3,0,0,0.283560522,0.54333436,0.008130081
493,1,0.007,4,0.2,300,0.3,0,0,0.357314404,0.6258714,0.008130081
494,1,0.007,2,0.1,300,0.3,0,0,0.474262761,0.73164314,0.016260163
495,10,0.007,18,0.9,300,0.3,0.035928144,0,0.366439932,0.13612777,0
496,10,0.007,16,0.8,300,0.3,0.047904192,0,0.335557348,0.20339453,0
497,10,0.007,14,0.7,300,0.3,0.065868263,0,0.458247641,0.26861075,0
498,10,0.007,12,0.6,300,0.3,0.095808383,0,0.523410497,0.33395314,0
499,10,0.007,10,0.5,300,0.3,0.149700599,0,0.681855442,0.4005514,0
500,10,0.007,8,0.4,300,0.3,0.25748503,0,1,0.46964666,0
501,10,0.007,6,0.3,300,0.3,0.377245509,0,1,0.5432647,0
502,10,0.007,4,0.2,300,0.3,0.48502994,0,1,0.62581366,0
503,10,0.007,2,0.1,300,0.3,0.538922156,0,1,0.7316013,0
504,0.01,0.01,18,0.9,0,0,0,0,0.969600178,1.1502371,0.005347594
505,0.01,0.01,16,0.8,0,0,0,0,0.954714336,1.1648794,0.005347594
506,0.01,0.01,14,0.7,0,0,0,0,0.949992219,1.1677787,0.005347594
507,0.01,0.01,12,0.6,0,0,0,0,0.951429206,1.1661552,0.005347594
508,0.01,0.01,10,0.5,0,0,0,0,0.962096006,1.1615126,0.005347594
509,0.01,0.01,8,0.4,0,0,0,0,0.972894752,1.1536306,0.005347594
510,0.01,0.01,6,0.3,0,0,0,0,1,1.141419,0.005347594
511,0.01,0.01,4,0.2,0,0,0,0,1,1.1226656,0.005347594
512,0.01,0.01,2,0.1,0,0,0,-0.076923077,1,1.0914873,0.005347594
513,0.1,0.01,18,0.9,0,0,0,0,1,1.2689364,0.005347594
514,0.1,0.01,16,0.8,0,0,0,0,1,1.2741139,0.005347594
515,0.1,0.01,14,0.7,0,0,0,0,1,1.2663177,0.005347594
516,0.1,0.01,12,0.6,0,0,0,0,1,1.2532028,0.005347594
517,0.1,0.01,10,0.5,0,0,0,0.037037037,1,1.2382767,0.005347594
518,0.1,0.01,8,0.4,0,0,0,0.037037037,1,1.222295,0.005347594
519,0.1,0.01,6,0.3,0,0,0,0.037037037,1,1.204557,0.005347594
520,0.1,0.01,4,0.2,0,0,0.037037037,0.037037037,1,1.1830468,0.005347594
521,0.1,0.01,2,0.1,0,0,0.074074074,0.074074074,1,1.1509614,0.005347594
522,1,0.01,18,0.9,0,0,0,-0.032258065,1,1.1240902,0.069518717
523,1,0.01,16,0.8,0,0,0,-0.032258065,1,1.1328897,0.069518717
524,1,0.01,14,0.7,0,0,0,-0.032258065,1,1.132158,0.069518717
525,1,0.01,12,0.6,0,0,0,-0.032258065,1,1.1289876,0.064171123
526,1,0.01,10,0.5,0,0,0,-0.032258065,1,1.1244336,0.064171123
527,1,0.01,8,0.4,0,0,0,0,1,1.1186553,0.064171123
528,1,0.01,6,0.3,0,0,0.03030303,0,1,1.1115865,0.064171123
529,1,0.01,4,0.2,0,0,0.03030303,0,1,1.1025553,0.058823529
530,1,0.01,2,0.1,0,0,0.060606061,0.032258065,1,1.0884148,0.058823529
531,10,0.01,18,0.9,0,0,0,0,1,1.1007161,0.037433155
532,10,0.01,16,0.8,0,0,0.006756757,0,1,1.1148704,0.037433155
533,10,0.01,14,0.7,0,0,0.006756757,-0.032258065,1,1.1150454,0.037433155
534,10,0.01,12,0.6,0,0,0.02027027,0,1,1.1133182,0.037433155
535,10,0.01,10,0.5,0,0,0.02027027,0,1,1.11028,0.037433155
536,10,0.01,8,0.4,0,0,0.02027027,0,1,1.1059371,0.037433155
537,10,0.01,6,0.3,0,0,0.027027027,0,1,1.1002325,0.037433155
538,10,0.01,4,0.2,0,0,0.027027027,0,1,1.0929184,0.037433155
539,10,0.01,2,0.1,0,0,0.040540541,0.032258065,1,1.0809088,0.037433155
540,0.01,0.01,18,0.9,30,0.03,0,0,0.657790843,0.54045814,0
541,0.01,0.01,16,0.8,30,0.03,0,0,0.699414971,0.5949879,0
542,0.01,0.01,14,0.7,30,0.03,0,0,0.73527255,0.6426202,0
543,0.01,0.01,12,0.6,30,0.03,0,0,0.767774296,0.6857761,0
544,0.01,0.01,10,0.5,30,0.03,0,0,0.797912949,0.7257055,0
545,0.01,0.01,8,0.4,30,0.03,0,0,0.826426387,0.7635195,0
546,0.01,0.01,6,0.3,30,0.03,0,0,0.85421798,0.8005891,0
547,0.01,0.01,4,0.2,30,0.03,0,-0.076923077,0.882944707,0.8392816,0
548,0.01,0.01,2,0.1,30,0.03,0,-0.076923077,0.91741857,0.8862277,0
549,0.1,0.01,18,0.9,30,0.03,0,0,1,0.8791922,0
550,0.1,0.01,16,0.8,30,0.03,0,0,1,0.9369927,0
551,0.1,0.01,14,0.7,30,0.03,0,0,1,0.9906285,0
552,0.1,0.01,12,0.6,30,0.03,0,0,1,1.0398442,0
553,0.1,0.01,10,0.5,30,0.03,0,0,1,1.0814626,0
554,0.1,0.01,8,0.4,30,0.03,0,0,1,1.1089299,0
555,0.1,0.01,6,0.3,30,0.03,0,0,1,1.1145943,0
556,0.1,0.01,4,0.2,30,0.03,0,0,1,1.1046069,0
557,0.1,0.01,2,0.1,30,0.03,0,0.037037037,1,1.085767,0
558,1,0.01,18,0.9,30,0.03,0,-0.032258065,1,0.8714727,0.038674033
559,1,0.01,16,0.8,30,0.03,0,-0.032258065,1,0.9279627,0.038674033
560,1,0.01,14,0.7,30,0.03,0,-0.032258065,1,0.9778439,0.044198895
561,1,0.01,12,0.6,30,0.03,0,-0.032258065,1,1.0181369,0.044198895
562,1,0.01,10,0.5,30,0.03,0,-0.032258065,1,1.0435084,0.049723757
563,1,0.01,8,0.4,30,0.03,0,-0.032258065,1,1.0493923,0.049723757
564,1,0.01,6,0.3,30,0.03,0,-0.032258065,1,1.0482832,0.049723757
565,1,0.01,4,0.2,30,0.03,0,-0.032258065,1,1.0463595,0.044198895
566,1,0.01,2,0.1,30,0.03,0,0,1,1.0422199,0.044198895
567,10,0.01,18,0.9,30,0.03,0.027027027,0,1,0.8511036,0.016574586
568,10,0.01,16,0.8,30,0.03,0.060810811,0,1,0.90841764,0.022099448
569,10,0.01,14,0.7,30,0.03,0.094594595,0,1,0.9600812,0.022099448
570,10,0.01,12,0.6,30,0.03,0.121621622,0,1,1.0033151,0.027624309
571,10,0.01,10,0.5,30,0.03,0.135135135,-0.032258065,1,1.0325075,0.027624309
572,10,0.01,8,0.4,30,0.03,0.141891892,-0.032258065,1,1.0427941,0.027624309
573,10,0.01,6,0.3,30,0.03,0.148648649,-0.032258065,1,1.0421935,0.027624309
574,10,0.01,4,0.2,30,0.03,0.148648649,-0.032258065,1,1.040726,0.027624309
575,10,0.01,2,0.1,30,0.03,0.155405405,0,1,1.0374815,0.027624309
576,0.01,0.01,18,0.9,50,0.05,0,0,0.434896961,0.37554753,0
577,0.01,0.01,16,0.8,50,0.05,0,0,0.490108354,0.4343167,0
578,0.01,0.01,14,0.7,50,0.05,0,0,0.540592523,0.48856747,0
579,0.01,0.01,12,0.6,50,0.05,0,0,0.588297259,0.5404883,0
580,0.01,0.01,10,0.5,50,0.05,0,0,0.63437369,0.5911933,0
581,0.01,0.01,8,0.4,50,0.05,0,0,0.679963987,0.6417953,0
582,0.01,0.01,6,0.3,50,0.05,0,0,0.726775117,0.6939166,0
583,0.01,0.01,4,0.2,50,0.05,0,-0.076923077,0.777640116,0.7507837,0
584,0.01,0.01,2,0.1,50,0.05,0,-0.076923077,0.841535645,0.8222777,0
585,0.1,0.01,18,0.9,50,0.05,0,0,0.823064824,0.6320463,0
586,0.1,0.01,16,0.8,50,0.05,0,0,0.887307369,0.69128364,0
587,0.1,0.01,14,0.7,50,0.05,0,0.037037037,0.920881873,0.74726695,0
588,0.1,0.01,12,0.6,50,0.05,0,0.037037037,0.959278912,0.8022605,0
589,0.1,0.01,10,0.5,50,0.05,0,0.037037037,1,0.85709596,0
590,0.1,0.01,8,0.4,50,0.05,0,0.037037037,1,0.91174287,0
591,0.1,0.01,6,0.3,50,0.05,0,0.037037037,1,0.96473277,0
592,0.1,0.01,4,0.2,50,0.05,0.037037037,0.037037037,1,1.0116429,0
593,0.1,0.01,2,0.1,50,0.05,0,0.037037037,1,1.0369694,0
594,1,0.01,18,0.9,50,0.05,0,0,1,0.69269156,0.02259887
595,1,0.01,16,0.8,50,0.05,0,0,1,0.7540121,0.028248588
596,1,0.01,14,0.7,50,0.05,0,0,1,0.81365454,0.028248588
597,1,0.01,12,0.6,50,0.05,0,0,1,0.8725632,0.033898305
598,1,0.01,10,0.5,50,0.05,0,0,1,0.92936987,0.039548023
599,1,0.01,8,0.4,50,0.05,0,-0.032258065,1,0.9802941,0.039548023
600,1,0.01,6,0.3,50,0.05,0,-0.032258065,1,1.0164471,0.04519774
601,1,0.01,4,0.2,50,0.05,0,-0.032258065,1,1.0240369,0.04519774
602,1,0.01,2,0.1,50,0.05,0,-0.032258065,1,1.0223408,0.04519774
603,10,0.01,18,0.9,50,0.05,0.033783784,0,1,0.67490107,0
604,10,0.01,16,0.8,50,0.05,0.081081081,0,1,0.7363248,0.005649718
605,10,0.01,14,0.7,50,0.05,0.141891892,0,1,0.7961646,0.011299435
606,10,0.01,12,0.6,50,0.05,0.189189189,0,1,0.8555387,0.016949153
607,10,0.01,10,0.5,50,0.05,0.236486486,0,1,0.9136904,0.02259887
608,10,0.01,8,0.4,50,0.05,0.263513514,0,1,0.96725696,0.028248588
609,10,0.01,6,0.3,50,0.05,0.263513514,-0.032258065,1,1.0074624,0.028248588
610,10,0.01,4,0.2,50,0.05,0.263513514,-0.032258065,1,1.0196263,0.028248588
611,10,0.01,2,0.1,50,0.05,0.263513514,-0.032258065,1,1.0184448,0.028248588
612,0.01,0.01,18,0.9,100,0.1,0,0,0.251233561,0.22433117,0
613,0.01,0.01,16,0.8,100,0.1,0,0,0.310702649,0.2868743,0
614,0.01,0.01,14,0.7,100,0.1,0,0,0.368297609,0.3469343,0
615,0.01,0.01,12,0.6,100,0.1,0,0,0.425713321,0.40660715,0
616,0.01,0.01,10,0.5,100,0.1,0,0,0.483843682,0.46697262,0
617,0.01,0.01,8,0.4,100,0.1,0,0,0.543769061,0.5291929,0
618,0.01,0.01,6,0.3,100,0.1,0,0,0.607390127,0.5951273,0
619,0.01,0.01,4,0.2,100,0.1,0,0,0.678542508,0.66876245,0
620,0.01,0.01,2,0.1,100,0.1,0,0,0.76995749,0.7629131,0
621,0.1,0.01,18,0.9,100,0.1,0,0,0.307780806,0.29342178,0
622,0.1,0.01,16,0.8,100,0.1,0,0,0.364343026,0.35472283,0
623,0.1,0.01,14,0.7,100,0.1,0,0,0.419728139,0.4127542,0
624,0.1,0.01,12,0.6,100,0.1,0,0,0.474738393,0.46961567,0
625,0.1,0.01,10,0.5,100,0.1,0,0,0.529228571,0.52634114,0
626,0.1,0.01,8,0.4,100,0.1,0,0,0.585349836,0.58398753,0
627,0.1,0.01,6,0.3,100,0.1,0,0,0.644370798,0.64420104,0
628,0.1,0.01,4,0.2,100,0.1,0,0,0.709463226,0.7104765,0
629,0.1,0.01,2,0.1,100,0.1,0,-0.037037037,0.792349252,0.7939828,0
630,1,0.01,18,0.9,100,0.1,0,0,0.280965699,0.34281337,0.005988024
631,1,0.01,16,0.8,100,0.1,0,0,0.348504316,0.4040573,0.011976048
632,1,0.01,14,0.7,100,0.1,0,0,0.382645454,0.462174,0.011976048
633,1,0.01,12,0.6,100,0.1,0,0,0.452557402,0.51930726,0.017964072
634,1,0.01,10,0.5,100,0.1,0,0,0.492513631,0.57651585,0.017964072
635,1,0.01,8,0.4,100,0.1,0.03030303,0,0.533337735,0.63485116,0.017964072
636,1,0.01,6,0.3,100,0.1,0.03030303,0,0.611261212,0.69589955,0.023952096
637,1,0.01,4,0.2,100,0.1,0.03030303,-0.032258065,0.700019649,0.7629404,0.02994012
638,1,0.01,2,0.1,100,0.1,0.03030303,-0.032258065,0.816137509,0.84591645,0.02994012
639,10,0.01,18,0.9,100,0.1,0.02027027,0,0.765766534,0.33549178,0
640,10,0.01,16,0.8,100,0.1,0.054054054,0,0.696465057,0.39678827,0
641,10,0.01,14,0.7,100,0.1,0.108108108,0,1,0.45497546,0
642,10,0.01,12,0.6,100,0.1,0.195945946,0,1,0.51220226,0
643,10,0.01,10,0.5,100,0.1,0.337837838,0,1,0.5695113,0
644,10,0.01,8,0.4,100,0.1,0.493243243,0,1,0.6279634,0
645,10,0.01,6,0.3,100,0.1,0.614864865,0,1,0.6891778,0.005988024
646,10,0.01,4,0.2,100,0.1,0.682432432,0,1,0.7565797,0.011976048
647,10,0.01,2,0.1,100,0.1,0.695945946,-0.032258065,1,0.84030634,0.023952096
648,0.01,0.01,18,0.9,150,0.15,0,0,0.212623908,0.18694818,0
649,0.01,0.01,16,0.8,150,0.15,0,0,0.27263853,0.2506964,0
650,0.01,0.01,14,0.7,150,0.15,0,0,0.331575625,0.31238067,0
651,0.01,0.01,12,0.6,150,0.15,0,0,0.390868625,0.37408638,0
652,0.01,0.01,10,0.5,150,0.15,0,0,0.451390479,0.43689287,0
653,0.01,0.01,8,0.4,150,0.15,0,0,0.51427114,0.50198007,0
654,0.01,0.01,6,0.3,150,0.15,0,0,0.581402204,0.5712663,0
655,0.01,0.01,4,0.2,150,0.15,0,0,0.656927399,0.6489147,0
656,0.01,0.01,2,0.1,150,0.15,0,0,0.754287641,0.7484128,0
657,0.1,0.01,18,0.9,150,0.15,0,0,0.204580169,0.20186928,0
658,0.1,0.01,16,0.8,150,0.15,0,0,0.262854506,0.26530078,0
659,0.1,0.01,14,0.7,150,0.15,0,0,0.319389541,0.32646367,0
660,0.1,0.01,12,0.6,150,0.15,0,0,0.37732235,0.38745052,0
661,0.1,0.01,10,0.5,150,0.15,0,0,0.435937295,0.44934118,0
662,0.1,0.01,8,0.4,150,0.15,0,0,0.497656255,0.513308,0
663,0.1,0.01,6,0.3,150,0.15,0,0,0.563500885,0.58124226,0
664,0.1,0.01,4,0.2,150,0.15,0,0,0.638342557,0.6572275,0
665,0.1,0.01,2,0.1,150,0.15,0,0,0.736312481,0.7544489,0
666,1,0.01,18,0.9,150,0.15,0,0,0.04637068,0.21406661,0
667,1,0.01,16,0.8,150,0.15,0,-0.032258065,0.087442129,0.2772706,0.006369427
668,1,0.01,14,0.7,150,0.15,0,-0.032258065,0.134251235,0.33806834,0.006369427
669,1,0.01,12,0.6,150,0.15,0,-0.032258065,0.185475929,0.3985589,0.006369427
670,1,0.01,10,0.5,150,0.15,0,-0.032258065,0.241275781,0.45981917,0.012738854
671,1,0.01,8,0.4,150,0.15,0,-0.032258065,0.303573939,0.5230065,0.012738854
672,1,0.01,6,0.3,150,0.15,0,-0.032258065,0.375311262,0.58998495,0.012738854
673,1,0.01,4,0.2,150,0.15,0,-0.032258065,0.46360417,0.6647564,0.01910828
674,1,0.01,2,0.1,150,0.15,0,-0.064516129,0.591609739,0.7601658,0.025477707
675,10,0.01,18,0.9,150,0.15,0.013513514,0,0.511196273,0.21232243,0
676,10,0.01,16,0.8,150,0.15,0.040540541,0,0.556459868,0.27556163,0
677,10,0.01,14,0.7,150,0.15,0.081081081,0,0.70008286,0.33641782,0
678,10,0.01,12,0.6,150,0.15,0.141891892,0,1,0.3969893,0
679,10,0.01,10,0.5,150,0.15,0.256756757,0,1,0.45835367,0
680,10,0.01,8,0.4,150,0.15,0.418918919,-0.032258065,1,0.521666,0
681,10,0.01,6,0.3,150,0.15,0.554054054,-0.032258065,1,0.58879673,0
682,10,0.01,4,0.2,150,0.15,0.648648649,-0.032258065,1,0.66375226,0
683,10,0.01,2,0.1,150,0.15,0.709459459,-0.064516129,1,0.7594277,0
684,0.01,0.01,18,0.9,200,0.2,0,0,0.203521654,0.17286599,0
685,0.01,0.01,16,0.8,200,0.2,0,0,0.263477758,0.23730485,0
686,0.01,0.01,14,0.7,200,0.2,0,0,0.322700567,0.29977018,0
687,0.01,0.01,12,0.6,200,0.2,0,0,0.382386605,0.36234897,0
688,0.01,0.01,10,0.5,200,0.2,0,0,0.443454385,0.42612422,0
689,0.01,0.01,8,0.4,200,0.2,0,0,0.507029408,0.49228546,0
690,0.01,0.01,6,0.3,200,0.2,0,0,0.574989781,0.5627731,0
691,0.01,0.01,4,0.2,200,0.2,0,0,0.651541735,0.6418097,0
692,0.01,0.01,2,0.1,200,0.2,0,0,0.750317289,0.74309707,0
693,0.1,0.01,18,0.9,200,0.2,0,0,0.178063552,0.17608175,0
694,0.1,0.01,16,0.8,200,0.2,0,0,0.236022033,0.2404515,0
695,0.1,0.01,14,0.7,200,0.2,0,0,0.293252648,0.3028027,0
696,0.1,0.01,12,0.6,200,0.2,0,0,0.351326451,0.36522403,0
697,0.1,0.01,10,0.5,200,0.2,0,0,0.411442464,0.42879868,0
698,0.1,0.01,8,0.4,200,0.2,0,0,0.474022321,0.49471477,0
699,0.1,0.01,6,0.3,200,0.2,0,0,0.541566824,0.5649078,0
700,0.1,0.01,4,0.2,200,0.2,0,0,0.618579939,0.6435836,0
701,0.1,0.01,2,0.1,200,0.2,0,0,0.72005664,0.74438083,0
702,1,0.01,18,0.9,200,0.2,0,0,0.034052292,0.17873545,0
703,1,0.01,16,0.8,200,0.2,0,-0.032258065,0.033954539,0.24304938,0
704,1,0.01,14,0.7,200,0.2,0,-0.032258065,0.044727179,0.30530882,0
705,1,0.01,12,0.6,200,0.2,0,-0.032258065,0.081953766,0.36760378,0
706,1,0.01,10,0.5,200,0.2,0,-0.032258065,0.128741596,0.4310176,0.006802721
707,1,0.01,8,0.4,200,0.2,0,-0.032258065,0.1838393,0.49673697,0.006802721
708,1,0.01,6,0.3,200,0.2,0,-0.032258065,0.2505152,0.56669235,0.013605442
709,1,0.01,4,0.2,200,0.2,0,-0.032258065,0.336682635,0.64507484,0.013605442
710,1,0.01,2,0.1,200,0.2,0,-0.032258065,0.46986458,0.7454688,0.020408163
711,10,0.01,18,0.9,200,0.2,0.006756757,0,0.469699949,0.17835896,0
712,10,0.01,16,0.8,200,0.2,0.027027027,0,0.474723103,0.24268104,0
713,10,0.01,14,0.7,200,0.2,0.060810811,0,0.534526681,0.30495384,0
714,10,0.01,12,0.6,200,0.2,0.108108108,0,0.691146782,0.36726725,0
715,10,0.01,10,0.5,200,0.2,0.202702703,0,1,0.43070462,0
716,10,0.01,8,0.4,200,0.2,0.351351351,0,1,0.49645278,0
717,10,0.01,6,0.3,200,0.2,0.47972973,0,1,0.5664427,0
718,10,0.01,4,0.2,200,0.2,0.587837838,0,1,0.64486754,0
719,10,0.01,2,0.1,200,0.2,0.641891892,-0.032258065,1,0.7453188,0
720,0.01,0.01,18,0.9,300,0.3,0,0,0.199753341,0.15543543,0
721,0.01,0.01,16,0.8,300,0.3,0,0,0.259168747,0.2210186,0
722,0.01,0.01,14,0.7,300,0.3,0,0,0.318249657,0.28465742,0
723,0.01,0.01,12,0.6,300,0.3,0,0,0.378030362,0.34844792,0
724,0.01,0.01,10,0.5,300,0.3,0,0,0.439271688,0.41348192,0
725,0.01,0.01,8,0.4,300,0.3,0,0,0.503096068,0.480964,0
726,0.01,0.01,6,0.3,300,0.3,0,0,0.571390649,0.55286336,0
