Model ID,Hydraulic Conductivity,Surface Slope (S),Barrier Depth,D*,Barrier Location,L*,R_intrusionUZF,R_intrusionCHD,R_flowUZF,R_flowCHD,R_emergence
727,0.01,0.01,4,0.2,300,0.3,0,0,0.648385985,0.63346666,0
728,0.01,0.01,2,0.1,300,0.3,0,0,0.747857416,0.73669404,0
729,0.1,0.01,18,0.9,300,0.3,0,0,0.166466781,0.15559113,0
730,0.1,0.01,16,0.8,300,0.3,0,0,0.223693644,0.22117096,0
731,0.1,0.01,14,0.7,300,0.3,0,0,0.281545188,0.28480428,0
732,0.1,0.01,12,0.6,300,0.3,0,0,0.339716274,0.3485871,0
733,0.1,0.01,10,0.5,300,0.3,0,0,0.399910961,0.41361138,0
734,0.1,0.01,8,0.4,300,0.3,0,0,0.463219985,0.48108166,0
735,0.1,0.01,6,0.3,300,0.3,0,0,0.531522644,0.5529668,0
736,0.1,0.01,4,0.2,300,0.3,0,0,0.609347633,0.6335525,0
737,0.1,0.01,2,0.1,300,0.3,0,0,0.712162907,0.73675615,0
738,1,0.01,18,0.9,300,0.3,0,0,0.035750446,0.15572023,0
739,1,0.01,16,0.8,300,0.3,0,0,0.035655615,0.22129728,0
740,1,0.01,14,0.7,300,0.3,0,-0.032258065,0.037773816,0.28492606,0
741,1,0.01,12,0.6,300,0.3,0,-0.032258065,0.038791557,0.34870258,0
742,1,0.01,10,0.5,300,0.3,0,-0.032258065,0.040020324,0.4137188,0
743,1,0.01,8,0.4,300,0.3,0,-0.032258065,0.039636959,0.48117915,0
744,1,0.01,6,0.3,300,0.3,0,-0.032258065,0.06954883,0.5530524,0
745,1,0.01,4,0.2,300,0.3,0,-0.032258065,0.145130505,0.6336237,0.007874016
746,1,0.01,2,0.1,300,0.3,0,-0.032258065,0.276831986,0.7368076,0.015748031
747,10,0.01,18,0.9,300,0.3,0.006756757,0,0.316627581,0.15570219,0
748,10,0.01,16,0.8,300,0.3,0.02027027,0,0.372272116,0.22127968,0
749,10,0.01,14,0.7,300,0.3,0.040540541,0,0.362001496,0.28490904,0
750,10,0.01,12,0.6,300,0.3,0.067567568,0,0.557732138,0.3486865,0
751,10,0.01,10,0.5,300,0.3,0.121621622,0,0.701917327,0.4137038,0
752,10,0.01,8,0.4,300,0.3,0.22972973,0,0.648377639,0.48116553,0
753,10,0.01,6,0.3,300,0.3,0.331081081,0,1,0.55304056,0
754,10,0.01,4,0.2,300,0.3,0.452702703,0,1,0.6336138,0
755,10,0.01,2,0.1,300,0.3,0.506756757,0,1,0.7368006,0
