Model ID,Hydraulic Conductivity (K),Surface Slope (S),Barrier Depth,D*,Barrier Location,L*,R_intrusionUZF,R_intrusionCHD,R_flowUZF,R_flowCHD,R_emergence
392,10,0.007,12,0.6,100,0.1,0.035928144,0.2,0.642167144,0.40467086,0
393,10,0.007,14,0.7,100,0.1,0.053892216,0.2,0.623664099,0.3873992,0
394,10,0.007,16,0.8,100,0.1,0.041916168,0.2,0.623200713,0.39434347,0
395,10,0.007,18,0.9,100,0.1,0.011976048,0.044444444,0.630010629,0.4268444,0
396,0.01,0.007,2,0.1,150,0.15,0.071428571,0,0.825764711,0.8731228,0
397,0.01,0.007,4,0.2,150,0.15,0.071428571,0,0.661092532,0.70210737,0
398,0.01,0.007,6,0.3,150,0.15,0.071428571,0,0.521784386,0.5536616,0
399,0.01,0.007,8,0.4,150,0.15,0.071428571,0,0.406040652,0.42988247,0
400,0.01,0.007,10,0.5,150,0.15,0.071428571,0,0.310402325,0.32749233,0
401,0.01,0.007,12,0.6,150,0.15,0.071428571,0,0.232940848,0.2440292,0
402,0.01,0.007,14,0.7,150,0.15,0.071428571,0,0.172164981,0.17793709,0
403,0.01,0.007,16,0.8,150,0.15,0.071428571,0,0.127864458,0.12829718,0
404,0.01,0.007,18,0.9,150,0.15,0.071428571,0,0.097328519,0.09468612,0
405,0.1,0.007,2,0.1,150,0.15,0,0,0.788612131,0.8734707,0
406,0.1,0.007,4,0.2,150,0.15,0,0,0.633060719,0.7052639,0
407,0.1,0.007,6,0.3,150,0.15,0,0,0.507811585,0.56084526,0
408,0.1,0.007,8,0.4,150,0.15,0,0,0.403258347,0.44122586,0
409,0.1,0.007,10,0.5,150,0.15,0,0,0.317694885,0.34275556,0
410,0.1,0.007,12,0.6,150,0.15,0,0,0.248518458,0.2627909,0
411,0.1,0.007,14,0.7,150,0.15,0,0,0.191861048,0.19965576,0
412,0.1,0.007,16,0.8,150,0.15,0,0,0.149209027,0.15234125,0
413,0.1,0.007,18,0.9,150,0.15,0,0,0.120412892,0.120352805,0
414,1,0.007,2,0.1,150,0.15,0.021276596,-0.022222222,0.692654937,0.87415767,0.013071895
415,1,0.007,4,0.2,150,0.15,0.021276596,-0.022222222,0.570741467,0.7117148,0
416,1,0.007,6,0.3,150,0.15,0.021276596,-0.022222222,0.464115306,0.576359,0
417,1,0.007,8,0.4,150,0.15,0.021276596,-0.022222222,0.367499102,0.4673545,0
418,1,0.007,10,0.5,150,0.15,0.021276596,-0.022222222,0.288159967,0.3803878,0
419,1,0.007,12,0.6,150,0.15,0.021276596,-0.022222222,0.227468834,0.3122,0
420,1,0.007,14,0.7,150,0.15,0.021276596,-0.022222222,0.184509356,0.2606064,0
421,1,0.007,16,0.8,150,0.15,0.021276596,-0.022222222,0.156155643,0.22377412,0
422,1,0.007,18,0.9,150,0.15,0.021276596,-0.022222222,0.139843684,0.20021847,0
423,10,0.007,2,0.1,150,0.15,0.724550898,-0.022222222,0.059121838,0.8740974,0
424,10,0.007,4,0.2,150,0.15,0.724550898,-0.022222222,0.061668472,0.71107155,0
425,10,0.007,6,0.3,150,0.15,0.724550898,-0.022222222,0.061132433,0.5750239,0
426,10,0.007,8,0.4,150,0.15,0.724550898,-0.022222222,0.186111253,0.46509802,0
427,10,0.007,10,0.5,150,0.15,0.538922156,-0.022222222,0.475442192,0.3770118,0
428,10,0.007,12,0.6,150,0.15,0.269461078,-0.022222222,0.480888471,0.30779445,0
429,10,0.007,14,0.7,150,0.15,0.023952096,-0.022222222,0.609917141,0.25513738,0
430,10,0.007,16,0.8,150,0.15,0.047904192,-0.022222222,0.592355563,0.21726063,0
431,10,0.007,18,0.9,150,0.15,0.023952096,-0.022222222,0.593258302,0.19255427,0
432,0.01,0.007,2,0.1,200,0.2,0.071428571,0,0.816635033,0.87197834,0
433,0.01,0.007,4,0.2,200,0.2,0.071428571,0,0.650812877,0.698924,0
434,0.01,0.007,6,0.3,200,0.2,0.071428571,0,0.510610181,0.5484938,0
435,0.01,0.007,8,0.4,200,0.2,0.071428571,0,0.393904329,0.4229183,0
436,0.01,0.007,10,0.5,200,0.2,0.071428571,0,0.297313822,0.31894496,0
437,0.01,0.007,12,0.6,200,0.2,0.071428571,0,0.218605646,0.2341282,0
438,0.01,0.007,14,0.7,200,0.2,0.071428571,0,0.156729279,0.16692823,0
439,0.01,0.007,16,0.8,200,0.2,0.071428571,0,0.110695858,0.116442315,0
440,0.01,0.007,18,0.9,200,0.2,0.071428571,0,0.081067414,0.08226291,0
441,0.1,0.007,2,0.1,200,0.2,0,0,0.772637259,0.87205195,0
442,0.1,0.007,4,0.2,200,0.2,0,0,0.612130546,0.69958717,0
443,0.1,0.007,6,0.3,200,0.2,0,0,0.480637392,0.55000144,0
444,0.1,0.007,8,0.4,200,0.2,0,0,0.372435048,0.4253005,0
445,0.1,0.007,10,0.5,200,0.2,0,0,0.282806843,0.32215452,0
446,0.1,0.007,12,0.6,200,0.2,0,0,0.209743349,0.23807938,0
447,0.1,0.007,14,0.7,200,0.2,0,0,0.152824178,0.17150883,0
448,0.1,0.007,16,0.8,200,0.2,0,0,0.111850565,0.121519625,0
449,0.1,0.007,18,0.9,200,0.2,0,0,0.082950989,0.08768766,0
450,1,0.007,2,0.1,200,0.2,0,-0.066666667,0.590737119,0.8723369,0
451,1,0.007,4,0.2,200,0.2,0,-0.066666667,0.465880441,0.7021382,0
452,1,0.007,6,0.3,200,0.2,0,-0.044444444,0.358547752,0.55572087,0
453,1,0.007,8,0.4,200,0.2,0,-0.044444444,0.265552136,0.43418556,0
454,1,0.007,10,0.5,200,0.2,0,-0.022222222,0.187881998,0.33391404,0
455,1,0.007,12,0.6,200,0.2,0,-0.022222222,0.12183747,0.25229204,0
456,1,0.007,14,0.7,200,0.2,0,-0.022222222,0.072249185,0.18773937,0
457,1,0.007,16,0.8,200,0.2,0,0,0.040890525,0.13930069,0
458,1,0.007,18,0.9,200,0.2,0,0,0.024488115,0.10652425,0
459,10,0.007,2,0.1,200,0.2,0.664670659,-0.066666667,0.06004848,0.87231034,0
460,10,0.007,4,0.2,200,0.2,0.664670659,-0.044444444,0.060952594,0.70189726,0
461,10,0.007,6,0.3,200,0.2,0.664670659,-0.044444444,0.060723447,0.555167,0
462,10,0.007,8,0.4,200,0.2,0.664670659,-0.044444444,0.060269131,0.43330842,0
463,10,0.007,10,0.5,200,0.2,0.664670659,-0.022222222,0.236641218,0.3327139,0
464,10,0.007,12,0.6,200,0.2,0.407185629,-0.022222222,0.352540338,0.2507999,0
465,10,0.007,14,0.7,200,0.2,0.179640719,0,0.46115461,0.18599458,0
466,10,0.007,16,0.8,200,0.2,0.005988024,0,0.469550131,0.13737234,0
467,10,0.007,18,0.9,200,0.2,0.011976048,0,0.472218556,0.10447458,0
468,0.01,0.007,2,0.1,300,0.3,0.071428571,0,0.799578307,0.86982775,0
469,0.01,0.007,4,0.2,300,0.3,0.071428571,0,0.633469718,0.6938591,0
470,0.01,0.007,6,0.3,300,0.3,0.071428571,0,0.493839933,0.54113626,0
471,0.01,0.007,8,0.4,300,0.3,0.071428571,0,0.377633416,0.41370618,0
472,0.01,0.007,10,0.5,300,0.3,0.071428571,0,0.281397174,0.3082129,0
473,0.01,0.007,12,0.6,300,0.3,0.071428571,0,0.202964113,0.22216707,0
474,0.01,0.007,14,0.7,300,0.3,0.071428571,0,0.141110995,0.15400851,0
475,0.01,0.007,16,0.8,300,0.3,0.071428571,0,0.095022104,0.10282497,0
476,0.01,0.007,18,0.9,300,0.3,0.071428571,0,0.064616615,0.06820597,0
477,0.1,0.007,2,0.1,300,0.3,0,0,0.751060104,0.8698313,0
478,0.1,0.007,4,0.2,300,0.3,0,0,0.590627347,0.6938898,0
479,0.1,0.007,6,0.3,300,0.3,0,0,0.459091261,0.5412059,0
480,0.1,0.007,8,0.4,300,0.3,0,0,0.349904592,0.41381598,0
481,0.1,0.007,10,0.5,300,0.3,0,0,0.259992051,0.3083607,0
482,0.1,0.007,12,0.6,300,0.3,0,0,0.186517894,0.22234887,0
483,0.1,0.007,14,0.7,300,0.3,0,0,0.12855434,0.15421928,0
484,0.1,0.007,16,0.8,300,0.3,0,0,0.085855492,0.103058614,0
485,0.1,0.007,18,0.9,300,0.3,0,0,0.059361865,0.06845559,0
486,1,0.007,2,0.1,300,0.3,0,0,0.368918197,0.8698433,0
487,1,0.007,4,0.2,300,0.3,0,0,0.247318008,0.69399744,0
488,1,0.007,6,0.3,300,0.3,0,0,0.157863053,0.54144937,0
489,1,0.007,8,0.4,300,0.3,0,0,0.084144365,0.41419986,0
490,1,0.007,10,0.5,300,0.3,0,0,0.023819384,0.30887717,0
491,1,0.007,12,0.6,300,0.3,0,0,0.006132452,0.22298415,0
492,1,0.007,14,0.7,300,0.3,0,0,0.008212063,0.15495525,0
493,1,0.007,16,0.8,300,0.3,0,0,0.010323928,0.10387399,0
494,1,0.007,18,0.9,300,0.3,0,0,0.010491625,0.069326505,0
495,10,0.007,2,0.1,300,0.3,0.54491018,0,0.061585411,0.869842,0
496,10,0.007,4,0.2,300,0.3,0.54491018,0,0.063120277,0.6939857,0
497,10,0.007,6,0.3,300,0.3,0.54491018,0,0.064832948,0.5414229,0
498,10,0.007,8,0.4,300,0.3,0.54491018,0,0.065111171,0.4141582,0
499,10,0.007,10,0.5,300,0.3,0.54491018,0,0.063122885,0.30882114,0
500,10,0.007,12,0.6,300,0.3,0.54491018,0,0.142184416,0.2229153,0
501,10,0.007,14,0.7,300,0.3,0.329341317,0,0.31187769,0.15487544,0
502,10,0.007,16,0.8,300,0.3,0.149700599,0,0.327166487,0.10378541,0
503,10,0.007,18,0.9,300,0.3,0.023952096,0,0.337083341,0.06923181,0
504,0.01,0.01,2,0.1,0,0,0.153846154,0.076923077,1,0.8972177,0.005347594
505,0.01,0.01,4,0.2,0,0,0.153846154,0.076923077,1,0.8538362,0.005347594
506,0.01,0.01,6,0.3,0,0,0.153846154,0.076923077,0.980217742,0.86135113,0.005347594
507,0.01,0.01,8,0.4,0,0,0.153846154,0.076923077,0.995044725,0.88052565,0.005347594
508,0.01,0.01,10,0.5,0,0,0.153846154,0.076923077,0.984440065,0.9025178,0.005347594
509,0.01,0.01,12,0.6,0,0,0.153846154,0.076923077,0.963523277,0.9251258,0.005347594
510,0.01,0.01,14,0.7,0,0,0.153846154,0.076923077,0.943832928,0.94720954,0.005347594
511,0.01,0.01,16,0.8,0,0,0.076923077,0.076923077,0.926577022,0.9675497,0.005347594
512,0.01,0.01,18,0.9,0,0,0.076923077,0.076923077,0.913146044,0.98447907,0.005347594
513,0.1,0.01,2,0.1,0,0,0.555555556,0.555555556,1,0.9160601,0.005347594
514,0.1,0.01,4,0.2,0,0,0.555555556,0.555555556,1,0.9350632,0.005347594
515,0.1,0.01,6,0.3,0,0,0.555555556,0.555555556,1,0.97995543,0.005347594
516,0.1,0.01,8,0.4,0,0,0.444444444,0.555555556,1,1.0698891,0.005347594
517,0.1,0.01,10,0.5,0,0,0.259259259,0.259259259,1,1.1416197,0.005347594
518,0.1,0.01,12,0.6,0,0,0.185185185,0.185185185,1,1.1689492,0.005347594
519,0.1,0.01,14,0.7,0,0,0.111111111,0.111111111,1,1.1767861,0.005347594
520,0.1,0.01,16,0.8,0,0,0.074074074,0.074074074,1,1.1792662,0.005347594
521,0.1,0.01,18,0.9,0,0,0.074074074,0.074074074,1,1.180453,0.005347594
522,1,0.01,2,0.1,0,0,0.636363636,0.612903226,1,0.91258,0.037433155
523,1,0.01,4,0.2,0,0,0.636363636,0.612903226,1,0.9229852,0.037433155
524,1,0.01,6,0.3,0,0,0.242424242,0.612903226,1,0.961707,0.053475936
525,1,0.01,8,0.4,0,0,0.090909091,0.096774194,1,1.0153491,0.058823529
526,1,0.01,10,0.5,0,0,0.060606061,0.064516129,1,1.0245495,0.064171123
527,1,0.01,12,0.6,0,0,0.060606061,0.032258065,1,1.0317512,0.064171123
528,1,0.01,14,0.7,0,0,0.03030303,0.032258065,1,1.0369555,0.064171123
529,1,0.01,16,0.8,0,0,0.03030303,0.032258065,1,1.0404848,0.064171123
530,1,0.01,18,0.9,0,0,0.03030303,0.032258065,1,1.0428869,0.064171123
531,10,0.01,2,0.1,0,0,0.918918919,0.612903226,1,0.907364,0.026737968
532,10,0.01,4,0.2,0,0,0.310810811,0.612903226,1,0.8999189,0.032085561
533,10,0.01,6,0.3,0,0,0.033783784,0.612903226,1,0.9366787,0.032085561
534,10,0.01,8,0.4,0,0,0,0.096774194,1,0.9893601,0.032085561
535,10,0.01,10,0.5,0,0,0.02027027,0.064516129,1,0.9999746,0.037433155
536,10,0.01,12,0.6,0,0,0.013513514,0.064516129,1,1.0070784,0.037433155
537,10,0.01,14,0.7,0,0,0.006756757,0.032258065,1,1.0117965,0.037433155
538,10,0.01,16,0.8,0,0,0.006756757,0.032258065,1,1.0149468,0.037433155
539,10,0.01,18,0.9,0,0,0.006756757,0.032258065,1,1.0171226,0.037433155
540,0.01,0.01,2,0.1,30,0.03,0.076923077,-0.076923077,0.867038769,0.88436043,0
541,0.01,0.01,4,0.2,30,0.03,0.076923077,-0.076923077,0.763116643,0.7559981,0
542,0.01,0.01,6,0.3,30,0.03,0.076923077,-0.076923077,0.690286384,0.66305137,0
543,0.01,0.01,8,0.4,30,0.03,0.076923077,-0.076923077,0.635989475,0.594656,0
544,0.01,0.01,10,0.5,30,0.03,0.076923077,-0.076923077,0.594526094,0.5433625,0
545,0.01,0.01,12,0.6,30,0.03,0.076923077,-0.076923077,0.562832911,0.5048273,0
546,0.01,0.01,14,0.7,30,0.03,0.076923077,-0.076923077,0.539045979,0.47631773,0
547,0.01,0.01,16,0.8,30,0.03,0.076923077,0,0.521910499,0.4560335,0
548,0.01,0.01,18,0.9,30,0.03,0.076923077,0,0.510638418,0.44281566,0
549,0.1,0.01,2,0.1,30,0.03,0.333333333,0.333333333,0.860655355,0.88521904,0
550,0.1,0.01,4,0.2,30,0.03,0.333333333,0.333333333,0.838731662,0.76916957,0
551,0.1,0.01,6,0.3,30,0.03,0.333333333,0.333333333,0.820545867,0.70559466,0
552,0.1,0.01,8,0.4,30,0.03,0.333333333,0.333333333,0.941672444,0.6764054,0
553,0.1,0.01,10,0.5,30,0.03,0.333333333,0.333333333,1,0.6756353,0
554,0.1,0.01,12,0.6,30,0.03,0.333333333,0.333333333,1,0.6935367,0
555,0.1,0.01,14,0.7,30,0.03,0.222222222,0.296296296,1,0.7299285,0
556,0.1,0.01,16,0.8,30,0.03,0.111111111,0.111111111,1,0.75304866,0
557,0.1,0.01,18,0.9,30,0.03,0.074074074,0.074074074,1,0.76519084,0
558,1,0.01,2,0.1,30,0.03,0.454545455,0.419354839,0.799088958,0.88473135,0.033149171
559,1,0.01,4,0.2,30,0.03,0.454545455,0.419354839,0.784180811,0.76358205,0.033149171
560,1,0.01,6,0.3,30,0.03,0.454545455,0.419354839,0.819150012,0.7012661,0.027624309
561,1,0.01,8,0.4,30,0.03,0.454545455,0.419354839,1,0.6766634,0.027624309
562,1,0.01,10,0.5,30,0.03,0.454545455,0.419354839,1,0.68428135,0.027624309
563,1,0.01,12,0.6,30,0.03,0.090909091,0.161290323,1,0.74497885,0.033149171
564,1,0.01,14,0.7,30,0.03,0.060606061,0.032258065,1,0.76376057,0.033149171
565,1,0.01,16,0.8,30,0.03,0.03030303,0.032258065,1,0.77030003,0.033149171
566,1,0.01,18,0.9,30,0.03,0.03030303,0.032258065,1,0.77384496,0.033149171
567,10,0.01,2,0.1,30,0.03,0.878378378,0.419354839,0.021391221,0.8844984,0.005524862
568,10,0.01,4,0.2,30,0.03,0.878378378,0.419354839,1,0.76126796,0.005524862
569,10,0.01,6,0.3,30,0.03,0.5,0.419354839,1,0.69307435,0.005524862
570,10,0.01,8,0.4,30,0.03,0.135135135,0.419354839,1,0.66197544,0.005524862
571,10,0.01,10,0.5,30,0.03,0,0.419354839,1,0.66509724,0.005524862
572,10,0.01,12,0.6,30,0.03,0.02027027,0.129032258,1,0.726074,0.005524862
573,10,0.01,14,0.7,30,0.03,0.013513514,0.064516129,1,0.74289364,0.005524862
574,10,0.01,16,0.8,30,0.03,0.006756757,0.032258065,1,0.7500993,0.005524862
575,10,0.01,18,0.9,30,0.03,0.006756757,0.032258065,1,0.75350356,0.005524862
576,0.01,0.01,2,0.1,50,0.05,0.076923077,-0.076923077,0.851773482,0.8817918,0
577,0.01,0.01,4,0.2,50,0.05,0.076923077,-0.076923077,0.718505813,0.7364298,0
578,0.01,0.01,6,0.3,50,0.05,0.076923077,-0.076923077,0.613682567,0.61966676,0
579,0.01,0.01,8,0.4,50,0.05,0.076923077,-0.076923077,0.530666326,0.52707493,0
580,0.01,0.01,10,0.5,50,0.05,0.076923077,-0.076923077,0.464652045,0.45333773,0
581,0.01,0.01,12,0.6,50,0.05,0.076923077,-0.076923077,0.412484488,0.3950406,0
582,0.01,0.01,14,0.7,50,0.05,0.076923077,-0.076923077,0.372201847,0.34999406,0
583,0.01,0.01,16,0.8,50,0.05,0.076923077,0,0.342494406,0.31678703,0
584,0.01,0.01,18,0.9,50,0.05,0.076923077,0,0.322609233,0.29458246,0
585,0.1,0.01,2,0.1,50,0.05,0.185185185,0.185185185,0.844846831,0.88297325,0
586,0.1,0.01,4,0.2,50,0.05,0.185185185,0.185185185,0.726824635,0.74856967,0
587,0.1,0.01,6,0.3,50,0.05,0.185185185,0.185185185,0.642794367,0.6514874,0
588,0.1,0.01,8,0.4,50,0.05,0.185185185,0.185185185,0.585661093,0.5842608,0
589,0.1,0.01,10,0.5,50,0.05,0.185185185,0.185185185,0.606328374,0.5410681,0
590,0.1,0.01,12,0.6,50,0.05,0.185185185,0.185185185,0.571958431,0.5172015,0
591,0.1,0.01,14,0.7,50,0.05,0.185185185,0.185185185,0.675367391,0.5078016,0
592,0.1,0.01,16,0.8,50,0.05,0.185185185,0.185185185,0.673813562,0.51075536,0
593,0.1,0.01,18,0.9,50,0.05,0.111111111,0.111111111,0.671941601,0.52261716,0
594,1,0.01,2,0.1,50,0.05,0.333333333,0.290322581,0.773058091,0.88266015,0.033898305
595,1,0.01,4,0.2,50,0.05,0.333333333,0.290322581,0.634901681,0.746257,0.028248588
596,1,0.01,6,0.3,50,0.05,0.333333333,0.290322581,0.540105857,0.6483974,0.02259887
597,1,0.01,8,0.4,50,0.05,0.333333333,0.290322581,0.482591357,0.58325475,0.016949153
598,1,0.01,10,0.5,50,0.05,0.333333333,0.290322581,0.566514186,0.5482502,0.016949153
599,1,0.01,12,0.6,50,0.05,0.333333333,0.290322581,0.762957378,0.534293,0.016949153
600,1,0.01,14,0.7,50,0.05,0.151515152,0.290322581,0.863799272,0.54284894,0.016949153
601,1,0.01,16,0.8,50,0.05,0.060606061,0.064516129,1,0.5822327,0.011299435
602,1,0.01,18,0.9,50,0.05,0.03030303,0.032258065,1,0.59071213,0.011299435
603,10,0.01,2,0.1,50,0.05,0.851351351,0.290322581,0.074481856,0.8825436,0
604,10,0.01,4,0.2,50,0.05,0.851351351,0.290322581,0.052924483,0.7450778,0
605,10,0.01,6,0.3,50,0.05,0.797297297,0.290322581,0.524055858,0.64525765,0
606,10,0.01,8,0.4,50,0.05,0.331081081,0.290322581,0.702610775,0.57778037,0
607,10,0.01,10,0.5,50,0.05,0,0.290322581,1,0.5386316,0
608,10,0.01,12,0.6,50,0.05,0.027027027,0.290322581,1,0.52070063,0
609,10,0.01,14,0.7,50,0.05,0.013513514,0.290322581,1,0.5258343,0
610,10,0.01,16,0.8,50,0.05,0.006756757,0.064516129,1,0.56475055,0
611,10,0.01,18,0.9,50,0.05,0,0.032258065,1,0.5732269,0
612,0.01,0.01,2,0.1,100,0.1,0.076923077,-0.076923077,0.832032958,0.8786256,0
613,0.01,0.01,4,0.2,100,0.1,0.076923077,-0.076923077,0.67845633,0.71739,0
614,0.01,0.01,6,0.3,100,0.1,0.076923077,0,0.549826306,0.5790588,0
615,0.01,0.01,8,0.4,100,0.1,0.076923077,0,0.443710744,0.46453586,0
616,0.01,0.01,10,0.5,100,0.1,0.076923077,0,0.357458464,0.37030187,0
617,0.01,0.01,12,0.6,100,0.1,0.076923077,0,0.288511998,0.29381025,0
618,0.01,0.01,14,0.7,100,0.1,0.076923077,0,0.23314043,0.23344275,0
619,0.01,0.01,16,0.8,100,0.1,0.076923077,0,0.191540944,0.18821988,0
620,0.01,0.01,18,0.9,100,0.1,0.076923077,0,0.163407645,0.15765487,0
621,0.1,0.01,2,0.1,100,0.1,0,-0.111111111,0.802493795,0.87947404,0
622,0.1,0.01,4,0.2,100,0.1,0,-0.111111111,0.669779906,0.72509897,0
623,0.1,0.01,6,0.3,100,0.1,0,-0.074074074,0.560805852,0.5966267,0
624,0.1,0.01,8,0.4,100,0.1,0,-0.074074074,0.468670071,0.49229032,0
625,0.1,0.01,10,0.5,100,0.1,0,-0.037037037,0.392057494,0.4076233,0
626,0.1,0.01,12,0.6,100,0.1,0,-0.037037037,0.330196943,0.33960637,0
627,0.1,0.01,14,0.7,100,0.1,0,0,0.281687015,0.28632957,0
628,0.1,0.01,16,0.8,100,0.1,0,0,0.245541322,0.24661873,0
629,0.1,0.01,18,0.9,100,0.1,0,0,0.221185753,0.21985626,0
630,1,0.01,2,0.1,100,0.1,0.03030303,-0.032258065,0.66974638,0.8795977,0.035928144
631,1,0.01,4,0.2,100,0.1,0.03030303,-0.032258065,0.52726762,0.7265064,0.023952096
632,1,0.01,6,0.3,100,0.1,0.03030303,-0.032258065,0.401598701,0.6008507,0
633,1,0.01,8,0.4,100,0.1,0.03030303,-0.032258065,0.297397615,0.50093645,0
634,1,0.01,10,0.5,100,0.1,0.03030303,-0.032258065,0.218694375,0.4221542,0
635,1,0.01,12,0.6,100,0.1,0.03030303,-0.032258065,0.162030828,0.36112675,0
636,1,0.01,14,0.7,100,0.1,0.03030303,-0.032258065,0.125878392,0.31542268,0
637,1,0.01,16,0.8,100,0.1,0.03030303,-0.032258065,0.10861032,0.2831817,0
638,1,0.01,18,0.9,100,0.1,0.03030303,-0.032258065,0.102157608,0.26281503,0
639,10,0.01,2,0.1,100,0.1,0.783783784,-0.032258065,0.059782987,0.87954766,0
640,10,0.01,4,0.2,100,0.1,0.783783784,-0.032258065,0.065496502,0.7260528,0
641,10,0.01,6,0.3,100,0.1,0.783783784,-0.032258065,0.060954046,0.5997775,0
642,10,0.01,8,0.4,100,0.1,0.783783784,-0.032258065,0.450367359,0.49913493,0
643,10,0.01,10,0.5,100,0.1,0.364864865,-0.032258065,0.537561659,0.4195491,0
644,10,0.01,12,0.6,100,0.1,0.006756757,-0.032258065,0.684790726,0.35762295,0
645,10,0.01,14,0.7,100,0.1,0,-0.032258065,0.663841862,0.31105423,0
646,10,0.01,16,0.8,100,0.1,0.013513514,-0.032258065,0.661603005,0.27795407,0
647,10,0.01,18,0.9,100,0.1,0.006756757,-0.032258065,0.661275924,0.25677332,0
648,0.01,0.01,2,0.1,150,0.15,0.076923077,0,0.817765539,0.876817,0
649,0.01,0.01,4,0.2,150,0.15,0.076923077,0,0.660466635,0.7108451,0
650,0.01,0.01,6,0.3,150,0.15,0.076923077,0,0.527823115,0.567002,0
651,0.01,0.01,8,0.4,150,0.15,0.076923077,0,0.417532766,0.4471236,0
652,0.01,0.01,10,0.5,150,0.15,0.076923077,0,0.326340899,0.34798226,0
653,0.01,0.01,12,0.6,150,0.15,0.076923077,0,0.252447287,0.2671816,0
654,0.01,0.01,14,0.7,150,0.15,0.076923077,0,0.194408375,0.20321229,0
655,0.01,0.01,16,0.8,150,0.15,0.076923077,0,0.152312031,0.1551844,0
656,0.01,0.01,18,0.9,150,0.15,0.076923077,0,0.123340868,0.122688055,0
657,0.1,0.01,2,0.1,150,0.15,0,0,0.766470014,0.8770032,0
658,0.1,0.01,4,0.2,150,0.15,0,0,0.619765484,0.71251893,0
659,0.1,0.01,6,0.3,150,0.15,0,0,0.499591542,0.5707946,0
660,0.1,0.01,8,0.4,150,0.15,0,0,0.400536974,0.45309535,0
661,0.1,0.01,10,0.5,150,0.15,0,0,0.318291912,0.35599938,0
662,0.1,0.01,12,0.6,150,0.15,0,0,0.252358838,0.27701694,0
663,0.1,0.01,14,0.7,150,0.15,0,0,0.198679143,0.21457863,0
664,0.1,0.01,16,0.8,150,0.15,0,0,0.157473606,0.16775058,0
665,0.1,0.01,18,0.9,150,0.15,0,0,0.129583986,0.13608906,0
666,1,0.01,2,0.1,150,0.15,0,-0.129032258,0.519767853,0.87719035,0.025477707
667,1,0.01,4,0.2,150,0.15,0,-0.096774194,0.375300111,0.7141776,0.012738854
668,1,0.01,6,0.3,150,0.15,0,-0.096774194,0.256338687,0.5744567,0
669,1,0.01,8,0.4,150,0.15,0,-0.064516129,0.158937104,0.45868978,0
670,1,0.01,10,0.5,150,0.15,0,-0.064516129,0.085711969,0.36326787,0
671,1,0.01,12,0.6,150,0.15,0,-0.032258065,0.048712831,0.28567287,0
672,1,0.01,14,0.7,150,0.15,0,-0.032258065,0.047185619,0.2242987,0
673,1,0.01,16,0.8,150,0.15,0,-0.032258065,0.047213622,0.1782686,0
674,1,0.01,18,0.9,150,0.15,0,-0.032258065,0.047056778,0.14714126,0
675,10,0.01,2,0.1,150,0.15,0.716216216,-0.096774194,0.064751411,0.8771689,0
676,10,0.01,4,0.2,150,0.15,0.716216216,-0.096774194,0.066672854,0.71398234,0
677,10,0.01,6,0.3,150,0.15,0.716216216,-0.096774194,0.065568868,0.57401776,0
678,10,0.01,8,0.4,150,0.15,0.716216216,-0.064516129,0.072286989,0.4579866,0
679,10,0.01,10,0.5,150,0.15,0.641891892,-0.064516129,0.305913799,0.36232284,0
680,10,0.01,12,0.6,150,0.15,0.297297297,-0.032258065,0.515484503,0.28451324,0
681,10,0.01,14,0.7,150,0.15,0,-0.032258065,0.544443125,0.22297052,0
682,10,0.01,16,0.8,150,0.15,0.02027027,-0.032258065,0.515268091,0.17680119,0
683,10,0.01,18,0.9,150,0.15,0.006756757,0,0.514857804,0.14557454,0
684,0.01,0.01,2,0.1,200,0.2,0.076923077,0,0.805456392,0.8752827,0
685,0.01,0.01,4,0.2,200,0.2,0.076923077,0,0.647395426,0.70683056,0
686,0.01,0.01,6,0.3,200,0.2,0.076923077,0,0.514434632,0.5607246,0
687,0.01,0.01,8,0.4,200,0.2,0.076923077,0,0.403751223,0.43885863,0
688,0.01,0.01,10,0.5,200,0.2,0.076923077,0,0.312099547,0.3379969,0
689,0.01,0.01,12,0.6,200,0.2,0.076923077,0,0.237419064,0.25574473,0
690,0.01,0.01,14,0.7,200,0.2,0.076923077,0,0.178799959,0.19060068,0
691,0.01,0.01,16,0.8,200,0.2,0.076923077,0,0.135202277,0.14168526,0
692,0.01,0.01,18,0.9,200,0.2,0.076923077,0,0.107269049,0.10860087,0
693,0.1,0.01,2,0.1,200,0.2,0,0,0.741505589,0.8753227,0
694,0.1,0.01,4,0.2,200,0.2,0,0,0.5976575,0.70718735,0
695,0.1,0.01,6,0.3,200,0.2,0,0,0.474612381,0.5615321,0
696,0.1,0.01,8,0.4,200,0.2,0,0,0.372694187,0.44013166,0
697,0.1,0.01,10,0.5,200,0.2,0,0,0.288766018,0.33970994,0
698,0.1,0.01,12,0.6,200,0.2,0,0,0.220104437,0.25785163,0
699,0.1,0.01,14,0.7,200,0.2,0,0,0.166492155,0.19304147,0
700,0.1,0.01,16,0.8,200,0.2,0,0,0.128099666,0.14438932,0
701,0.1,0.01,18,0.9,200,0.2,0,0,0.100932679,0.11148886,0
702,1,0.01,2,0.1,200,0.2,0,-0.032258065,0.353207395,0.8753573,0.013605442
703,1,0.01,4,0.2,200,0.2,0,-0.032258065,0.209520455,0.7074944,0
704,1,0.01,6,0.3,200,0.2,0,-0.032258065,0.105891479,0.56222326,0
