Model ID,Hydraulic Conductivity (K),Surface Slope (S),Barrier Depth,D*,Barrier Location,L*,R_intrusionUZF,R_intrusionCHD,R_flowUZF,R_flowCHD,R_emergence
705,1,0.01,8,0.4,200,0.2,0,-0.032258065,0.048487768,0.44121462,0
706,1,0.01,10,0.5,200,0.2,0,-0.032258065,0.051870015,0.3411571,0
707,1,0.01,12,0.6,200,0.2,0,-0.032258065,0.052381293,0.25961953,0
708,1,0.01,14,0.7,200,0.2,0,-0.032258065,0.051008717,0.19507705,0
709,1,0.01,16,0.8,200,0.2,0,-0.032258065,0.050069423,0.14663309,0
710,1,0.01,18,0.9,200,0.2,0,-0.032258065,0.04939383,0.1138766,0
711,10,0.01,2,0.1,200,0.2,0.648648649,-0.032258065,0.067635906,0.8753525,0
712,10,0.01,4,0.2,200,0.2,0.648648649,-0.032258065,0.067642203,0.70745236,0
713,10,0.01,6,0.3,200,0.2,0.648648649,-0.032258065,0.066530135,0.5621285,0
714,10,0.01,8,0.4,200,0.2,0.648648649,-0.032258065,0.063571651,0.44106525,0
715,10,0.01,10,0.5,200,0.2,0.648648649,-0.032258065,0.069312823,0.3409565,0
716,10,0.01,12,0.6,200,0.2,0.439189189,0,0.394415016,0.2593727,0
717,10,0.01,14,0.7,200,0.2,0.189189189,0,0.404095938,0.19479118,0
718,10,0.01,16,0.8,200,0.2,0,0,0.518842176,0.14631641,0
719,10,0.01,18,0.9,200,0.2,0.013513514,0,0.401514381,0.11353838,0
720,0.01,0.01,2,0.1,300,0.3,0.076923077,0,0.782122793,0.8723337,0
721,0.01,0.01,4,0.2,300,0.3,0.076923077,0,0.624023133,0.6999656,0
722,0.01,0.01,6,0.3,300,0.3,0.076923077,0,0.49206578,0.55083424,0
723,0.01,0.01,8,0.4,300,0.3,0.076923077,0,0.382246867,0.4265448,0
724,0.01,0.01,10,0.5,300,0.3,0.076923077,0,0.291291141,0.32371095,0
725,0.01,0.01,12,0.6,300,0.3,0.076923077,0,0.217110893,0.23987345,0
726,0.01,0.01,14,0.7,300,0.3,0.076923077,0,0.158799819,0.1734998,0
727,0.01,0.01,16,0.8,300,0.3,0.076923077,0,0.115332333,0.12369487,0
728,0.01,0.01,18,0.9,300,0.3,0.076923077,0,0.087310967,0.090054646,0
729,0.1,0.01,2,0.1,300,0.3,0,0,0.71260148,0.87233585,0
730,0.1,0.01,4,0.2,300,0.3,0,0,0.570042994,0.69998306,0
731,0.1,0.01,6,0.3,300,0.3,0,0,0.447988302,0.5508735,0
732,0.1,0.01,8,0.4,300,0.3,0,0,0.346424905,0.42660657,0
733,0.1,0.01,10,0.5,300,0.3,0,0,0.262555789,0.32379407,0
734,0.1,0.01,12,0.6,300,0.3,0,0,0.19416191,0.23997563,0
735,0.1,0.01,14,0.7,300,0.3,0,0,0.14021965,0.17361817,0
736,0.1,0.01,16,0.8,300,0.3,0,0,0.100531909,0.12382602,0
737,0.1,0.01,18,0.9,300,0.3,0,0,0.076102265,0.090194725,0
738,1,0.01,2,0.1,300,0.3,0,-0.032258065,0.087654028,0.87233734,0
739,1,0.01,4,0.2,300,0.3,0,-0.032258065,0.068018678,0.69999754,0
740,1,0.01,6,0.3,300,0.3,0,-0.032258065,0.06331639,0.5509062,0
741,1,0.01,8,0.4,300,0.3,0,-0.032258065,0.060258837,0.42665786,0
742,1,0.01,10,0.5,300,0.3,0,-0.032258065,0.057910522,0.3238629,0
743,1,0.01,12,0.6,300,0.3,0,-0.032258065,0.056078522,0.24006036,0
744,1,0.01,14,0.7,300,0.3,0,-0.032258065,0.054740617,0.17371634,0
745,1,0.01,16,0.8,300,0.3,0,-0.032258065,0.053881761,0.12393476,0
746,1,0.01,18,0.9,300,0.3,0,-0.032258065,0.05329033,0.09031087,0
747,10,0.01,2,0.1,300,0.3,0.513513514,0,0.068471103,0.87233716,0
748,10,0.01,4,0.2,300,0.3,0.513513514,0,0.06875572,0.6999956,0
749,10,0.01,6,0.3,300,0.3,0.513513514,0,0.069010872,0.5509016,0
750,10,0.01,8,0.4,300,0.3,0.513513514,0,0.066051917,0.4266507,0
751,10,0.01,10,0.5,300,0.3,0.513513514,0,0.066938042,0.3238533,0
752,10,0.01,12,0.6,300,0.3,0.513513514,0,0.068123254,0.24004851,0
753,10,0.01,14,0.7,300,0.3,0.337837838,0,0.266027867,0.17370261,0
754,10,0.01,16,0.8,300,0.3,0.141891892,0,0.28349101,0.12391956,0
755,10,0.01,18,0.9,300,0.3,0.013513514,0,0.365813897,0.090294614,0
